"","mod1","mod3","ratio"
"intercultural.competence.x",0,0.516129032258065,5162.29032258064
"intercultural.competence.1.x",0,0.516129032258065,5162.29032258064
"validity.x",0,0.516129032258065,5162.29032258064
"decoding.x",0,0.419354838709677,4194.54838709677
"scanning.x",0,0.387096774193548,3871.96774193548
"content.schema.x",0,0.32258064516129,3226.8064516129
"skimming.x",0,0.32258064516129,3226.8064516129
"schema.theory.x",0,0.258064516129032,2581.64516129032
"receptive.skill.x",0,0.225806451612903,2259.06451612903
"controlled.writing.x",0,0.193548387096774,1936.48387096774
"stereotype.x",0,0.129032258064516,1291.32258064516
"semantics.x",0,0.129032258064516,1291.32258064516
"critical.reading.x",0,0.129032258064516,1291.32258064516
"ethnocentrism.x",0,0.129032258064516,1291.32258064516
"communication.strategies.x",0,0.0967741935483871,968.741935483871
"communication.strategies.1.x",0,0.0967741935483871,968.741935483871
"calla.x",0,0.0967741935483871,968.741935483871
"word.parts.x",0,0.0967741935483871,968.741935483871
"native.like.x",0,0.0967741935483871,968.741935483871
"stress.patterns.x",0,0.0645161290322581,646.161290322581
"computer.assisted.language.learning.x",0,0.0645161290322581,646.161290322581
"cognitive.academic.language.learning.approach.x",0,0.0645161290322581,646.161290322581
"sheltered.instruction.x",0,0.0645161290322581,646.161290322581
"reading.assessment.x",0,0.0645161290322581,646.161290322581
"prefix.x",0,0.0645161290322581,646.161290322581
"readability.score.x",0,0.0645161290322581,646.161290322581
"fillers.x",0,0.0645161290322581,646.161290322581
"fixed.phrases.x",0,0.0645161290322581,646.161290322581
"slips.x",0,0.0645161290322581,646.161290322581
"language.variation.x",0,0.032258064516129,323.58064516129
"exemplars.x",0,0.032258064516129,323.58064516129
"collaborative.dialogue.x",0,0.032258064516129,323.58064516129
"intramental.plane.x",0,0.032258064516129,323.58064516129
"intermental.plane.x",0,0.032258064516129,323.58064516129
"collaborative.dialogue.1.x",0,0.032258064516129,323.58064516129
"strategic.investment.x",0,0.032258064516129,323.58064516129
"literacy.transfer.x",0,0.032258064516129,323.58064516129
"suffix.x",0,0.032258064516129,323.58064516129
"netiquette.x",0,0.032258064516129,323.58064516129
"chunking.x",0,0.032258064516129,323.58064516129
"clustering.x",0,0.032258064516129,323.58064516129
"colloquial.language.x",0,0.032258064516129,323.58064516129
"formal.style.x",0,0.032258064516129,323.58064516129
"hesitation.markers.x",0,0.032258064516129,323.58064516129
"stylistic.variation.x",0,0.032258064516129,323.58064516129
"falling.intonation.x",0,0.032258064516129,323.58064516129
"intelligibility.x",0,0.032258064516129,323.58064516129
"plateau.x",0,0.032258064516129,323.58064516129
"reduction.x",0,0.032258064516129,323.58064516129
"rising.intonation.x",0,0.032258064516129,323.58064516129
"segmental.x",0,0.032258064516129,323.58064516129
"native.speaker.model.of.language.learning.x",0,0.032258064516129,323.58064516129
"summative.testing.x",0,0.032258064516129,323.58064516129
"cues.x",0.032258064516129,0.290322580645161,8.97527664240853
"contextual.x",0.032258064516129,0.258064516129032,7.97836706210747
"rubric.x",0.129032258064516,0.903225806451613,6.99535360095926
"background.knowledge.x",0.0645161290322581,0.451612903225806,6.99071439269133
"genres.x",0.032258064516129,0.225806451612903,6.9814574818064
"comprehension.strategies.x",0.032258064516129,0.193548387096774,5.98454790150533
"inference.x",0.032258064516129,0.161290322580645,4.98763832120427
"inferring.x",0.032258064516129,0.161290322580645,4.98763832120427
"collocations.x",0.032258064516129,0.161290322580645,4.98763832120427
"pitch.x",0.032258064516129,0.161290322580645,4.98763832120427
"stress.x",0.129032258064516,0.516129032258065,3.99767680047963
"moves.x",0.0645161290322581,0.225806451612903,3.49613099695472
"usage.x",0.193548387096774,0.612903225806452,3.16554780030318
"text.types.x",0.032258064516129,0.0967741935483871,2.99381916060213
"spoken.discourse.x",0.032258064516129,0.0967741935483871,2.99381916060213
"knowledge.base.x",0.032258064516129,0.0967741935483871,2.99381916060213
"norm.x",0.032258064516129,0.0967741935483871,2.99381916060213
"interactive.approach.x",0.0967741935483871,0.258064516129032,2.66494622223702
"intonation.x",0.258064516129032,0.67741935483871,2.62437055640939
"sentence.x",0.354838709677419,0.903225806451613,2.54501913097218
"pragmatics.x",0.0645161290322581,0.161290322580645,2.49767859817283
"instrumental.motivation.x",0.0645161290322581,0.161290322580645,2.49767859817283
"drill.x",0.0645161290322581,0.161290322580645,2.49767859817283
"learning.strategies.x",0.161290322580645,0.387096774193548,2.39913253782655
"sociolinguistics.x",0.0967741935483871,0.225806451612903,2.33195697778962
"collaborative.learning.x",0.0967741935483871,0.225806451612903,2.33195697778962
"syntax.x",0.258064516129032,0.516129032258065,1.99961265009809
"social.context.x",0.258064516129032,0.516129032258065,1.99961265009809
"intake.x",0.193548387096774,0.387096774193548,1.99948360013993
"scaffolding.x",0.193548387096774,0.387096774193548,1.99948360013993
"contrastive.analysis.x",0.129032258064516,0.258064516129032,1.99922560015988
"intrinsic.motivation.x",0.129032258064516,0.258064516129032,1.99922560015988
"artifacts.x",0.0645161290322581,0.129032258064516,1.99845239878189
"modified.input.x",0.032258064516129,0.0645161290322581,1.99690958030107
"private.speech.x",0.032258064516129,0.0645161290322581,1.99690958030107
"mimicry.x",0.032258064516129,0.0645161290322581,1.99690958030107
"instructional.materials.x",0.032258064516129,0.0645161290322581,1.99690958030107
"learning.styles.x",0.354838709677419,0.645161290322581,1.81795130463233
"language.performance.x",0.161290322580645,0.290322580645161,1.79950430732946
"coherence.x",0.161290322580645,0.290322580645161,1.79950430732946
"cohesion.x",0.161290322580645,0.290322580645161,1.79950430732946
"fluency.x",0.451612903225806,0.806451612903226,1.78554034463797
"communicative.competence.x",0.451612903225806,0.774193548387097,1.71412758603452
